iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,icu_patients,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations
DEU,Europe,Germany,2020-12-10,1287092.0,32734.0,21064.0,604.0,1.12,4319.0,,,,
DEU,Europe,Germany,2020-12-11,1314309.0,27217.0,21567.0,503.0,1.12,4414.0,,,,
DEU,Europe,Germany,2020-12-12,1336101.0,21792.0,21900.0,333.0,1.11,4475.0,,,,
DEU,Europe,Germany,2020-12-13,1350810.0,14709.0,22106.0,206.0,1.11,4541.0,,,,
DEU,Europe,Germany,2020-12-14,1357261.0,6451.0,22634.0,528.0,1.09,4661.0,,,,
DEU,Europe,Germany,2020-12-15,1391086.0,33825.0,23544.0,910.0,1.09,4722.0,,,,
DEU,Europe,Germany,2020-12-16,1423830.0,32744.0,24273.0,729.0,1.09,4820.0,,,,
DEU,Europe,Germany,2020-12-17,1454009.0,30179.0,25027.0,754.0,1.08,4839.0,,,,
DEU,Europe,Germany,2020-12-18,1486839.0,32830.0,25754.0,727.0,1.08,4889.0,,,,
DEU,Europe,Germany,2020-12-19,1508518.0,21679.0,26171.0,417.0,1.05,4930.0,,,,
DEU,Europe,Germany,2020-12-20,1514962.0,6444.0,26400.0,229.0,1.04,5018.0,,,,
DEU,Europe,Germany,2020-12-21,1534218.0,19256.0,27110.0,710.0,1.03,5157.0,,,,
DEU,Europe,Germany,2020-12-22,1570371.0,36153.0,28096.0,986.0,1.01,5202.0,,,,
DEU,Europe,Germany,2020-12-23,1604129.0,33758.0,28909.0,813.0,0.98,5226.0,,,,
DEU,Europe,Germany,2020-12-24,1630596.0,26467.0,29330.0,421.0,0.95,5330.0,,,,
DEU,Europe,Germany,2020-12-25,1632736.0,2140.0,29580.0,250.0,0.93,5364.0,,,,
DEU,Europe,Germany,2020-12-26,1646240.0,13504.0,29946.0,366.0,0.94,5520.0,,,,
DEU,Europe,Germany,2020-12-27,1658639.0,12399.0,30297.0,351.0,0.95,5546.0,24000.0,23987.0,13.0,
DEU,Europe,Germany,2020-12-28,1672643.0,14004.0,31145.0,848.0,0.96,5582.0,42560.0,42510.0,50.0,18560.0
DEU,Europe,Germany,2020-12-29,1692109.0,19466.0,32267.0,1122.0,0.96,5637.0,93293.0,92518.0,775.0,50733.0
DEU,Europe,Germany,2020-12-30,1741153.0,49044.0,33230.0,963.0,0.97,5630.0,155960.0,155065.0,895.0,62667.0
DEU,Europe,Germany,2020-12-31,1760520.0,19367.0,33791.0,561.0,0.94,5622.0,205979.0,204935.0,1044.0,50019.0
DEU,Europe,Germany,2021-01-01,1762637.0,2117.0,34145.0,354.0,0.93,5583.0,224756.0,223705.0,1051.0,18777.0
DEU,Europe,Germany,2021-01-02,1773540.0,10903.0,34480.0,335.0,0.94,5703.0,277173.0,275839.0,1334.0,52417.0
DEU,Europe,Germany,2021-01-03,1783896.0,10356.0,34791.0,311.0,0.97,5745.0,300950.0,299611.0,1339.0,23777.0
DEU,Europe,Germany,2021-01-04,1796216.0,12320.0,35748.0,957.0,0.98,5723.0,349026.0,347636.0,1390.0,48076.0
DEU,Europe,Germany,2021-01-05,1814565.0,18349.0,36757.0,1009.0,1.0,5650.0,402741.0,401322.0,1419.0,53715.0
DEU,Europe,Germany,2021-01-06,1841228.0,26663.0,37835.0,1078.0,1.02,5552.0,465411.0,463987.0,1424.0,62670.0
DEU,Europe,Germany,2021-01-07,1886561.0,45333.0,38987.0,1152.0,1.04,5474.0,521358.0,519925.0,1433.0,55947.0
DEU,Europe,Germany,2021-01-08,1905638.0,19077.0,40022.0,1035.0,1.02,5467.0,584418.0,582661.0,1757.0,63060.0
DEU,Europe,Germany,2021-01-09,1928462.0,22824.0,40597.0,575.0,1.0,5398.0,645509.0,643705.0,1804.0,61091.0
DEU,Europe,Germany,2021-01-10,1929410.0,948.0,40936.0,339.0,0.97,5300.0,681023.0,679210.0,1813.0,35514.0
DEU,Europe,Germany,2021-01-11,1941116.0,11706.0,41799.0,863.0,0.96,5267.0,748603.0,746738.0,1865.0,67580.0
DEU,Europe,Germany,2021-01-12,1968326.0,27210.0,42889.0,1090.0,0.95,5209.0,831262.0,829338.0,1924.0,82659.0
DEU,Europe,Germany,2021-01-13,1993892.0,25566.0,44096.0,1207.0,0.92,5164.0,942976.0,940854.0,2122.0,111714.0
DEU,Europe,Germany,2021-01-14,2015235.0,21343.0,45207.0,1111.0,0.9,5104.0,1026074.0,1023767.0,2307.0,83098.0
DEU,Europe,Germany,2021-01-15,2023828.0,8593.0,45705.0,498.0,0.89,5050.0,1117596.0,1114679.0,2917.0,91522.0
DEU,Europe,Germany,2021-01-16,2038645.0,14817.0,46464.0,759.0,0.89,4992.0,1175165.0,1171342.0,3823.0,57569.0
DEU,Europe,Germany,2021-01-17,2050129.0,11484.0,46901.0,437.0,0.89,4950.0,1224164.0,1202999.0,21165.0,48999.0
DEU,Europe,Germany,2021-01-18,2059382.0,9253.0,47263.0,362.0,0.88,4984.0,1306792.0,1269855.0,36937.0,82628.0
DEU,Europe,Germany,2021-01-19,2071615.0,12233.0,48997.0,1734.0,0.87,4930.0,1424467.0,1352649.0,71818.0,117675.0
DEU,Europe,Germany,2021-01-20,2100618.0,29003.0,50010.0,1013.0,0.87,4816.0,1556483.0,1433154.0,123329.0,132016.0
DEU,Europe,Germany,2021-01-21,2108895.0,8277.0,50876.0,866.0,0.85,4767.0,1664207.0,1499024.0,165183.0,107724.0
DEU,Europe,Germany,2021-01-22,2125261.0,16366.0,51713.0,837.0,0.86,4749.0,1768249.0,1567505.0,200744.0,104042.0
DEU,Europe,Germany,2021-01-23,2137691.0,12430.0,51873.0,160.0,0.85,4639.0,1853260.0,1607556.0,245704.0,85011.0
DEU,Europe,Germany,2021-01-24,2147769.0,10078.0,52296.0,423.0,0.85,4607.0,1902484.0,1633633.0,268851.0,49224.0
DEU,Europe,Germany,2021-01-25,2154656.0,6887.0,53127.0,831.0,0.84,4604.0,1994189.0,1686737.0,307452.0,91705.0
DEU,Europe,Germany,2021-01-26,2164043.0,9387.0,53619.0,492.0,0.83,4559.0,2092858.0,1736977.0,355881.0,98669.0
DEU,Europe,Germany,2021-01-27,2179679.0,15636.0,54498.0,879.0,0.83,4487.0,2204004.0,1788492.0,415512.0,111146.0
DEU,Europe,Germany,2021-01-28,2194562.0,14883.0,55883.0,1385.0,0.84,4428.0,2295169.0,1833619.0,461550.0,91165.0
DEU,Europe,Germany,2021-01-29,2207393.0,12831.0,56286.0,403.0,0.85,4367.0,2404288.0,1885085.0,519203.0,109119.0
DEU,Europe,Germany,2021-01-30,2224911.0,17518.0,57105.0,819.0,0.85,4342.0,2492759.0,1921396.0,571363.0,88471.0
DEU,Europe,Germany,2021-01-31,2225659.0,748.0,57163.0,58.0,0.83,4337.0,2549274.0,1947381.0,601893.0,56515.0
DEU,Europe,Germany,2021-02-01,2232327.0,6668.0,58059.0,896.0,0.83,4313.0,2669924.0,2006542.0,663382.0,120650.0
DEU,Europe,Germany,2021-02-02,2240017.0,7690.0,58992.0,933.0,0.82,4252.0,2801621.0,2070761.0,730860.0,131697.0
DEU,Europe,Germany,2021-02-03,2252504.0,12487.0,59776.0,784.0,0.82,4207.0,2961085.0,2134922.0,826163.0,159464.0
DEU,Europe,Germany,2021-02-04,2265536.0,13032.0,60634.0,858.0,0.83,4170.0,3092863.0,2196009.0,896854.0,131778.0
DEU,Europe,Germany,2021-02-05,2276371.0,10835.0,61324.0,690.0,0.83,4066.0,3237570.0,2263671.0,973899.0,144707.0
DEU,Europe,Germany,2021-02-06,2285003.0,8632.0,61551.0,227.0,0.83,3958.0,3337712.0,2310843.0,1026869.0,100142.0
DEU,Europe,Germany,2021-02-07,2291673.0,6670.0,61708.0,157.0,0.83,3926.0,3391970.0,2339021.0,1052949.0,54258.0
DEU,Europe,Germany,2021-02-08,2296323.0,4650.0,62191.0,483.0,0.83,3951.0,3501919.0,2392190.0,1109729.0,109949.0
DEU,Europe,Germany,2021-02-09,2302051.0,5728.0,63006.0,815.0,0.82,3840.0,3635854.0,2451889.0,1183965.0,133935.0
DEU,Europe,Germany,2021-02-10,2311297.0,9246.0,63672.0,666.0,0.83,3732.0,3787620.0,2527042.0,1260578.0,151766.0
DEU,Europe,Germany,2021-02-11,2321225.0,9928.0,64224.0,552.0,0.84,3668.0,3928778.0,2600880.0,1327898.0,141158.0
DEU,Europe,Germany,2021-02-12,2330422.0,9197.0,64771.0,547.0,0.86,3546.0,4086275.0,2682302.0,1403973.0,157497.0
DEU,Europe,Germany,2021-02-13,2336906.0,6484.0,64990.0,219.0,0.87,3479.0,4194030.0,2744466.0,1449564.0,107755.0
DEU,Europe,Germany,2021-02-14,2341744.0,4838.0,65107.0,117.0,0.88,3417.0,4259319.0,2784493.0,1474826.0,65289.0
DEU,Europe,Germany,2021-02-15,2346876.0,5132.0,65288.0,181.0,0.89,3426.0,4386078.0,2855642.0,1530436.0,126759.0
DEU,Europe,Germany,2021-02-16,2352766.0,5890.0,65829.0,541.0,0.9,3342.0,4522684.0,2937626.0,1585058.0,136606.0
DEU,Europe,Germany,2021-02-17,2362364.0,9598.0,66732.0,903.0,0.92,3239.0,4671878.0,3031150.0,1640728.0,149194.0
DEU,Europe,Germany,2021-02-18,2372209.0,9845.0,67245.0,513.0,0.94,3169.0,4814577.0,3122607.0,1691970.0,142699.0
DEU,Europe,Germany,2021-02-19,2381259.0,9050.0,67741.0,496.0,0.95,3114.0,4969099.0,3222396.0,1746703.0,154522.0
DEU,Europe,Germany,2021-02-20,2388421.0,7162.0,67883.0,142.0,0.97,3068.0,5082506.0,3298695.0,1783811.0,113407.0
DEU,Europe,Germany,2021-02-21,2394515.0,6094.0,67946.0,63.0,0.98,3049.0,5168661.0,3355740.0,1812921.0,86155.0
DEU,Europe,Germany,2021-02-22,2399499.0,4984.0,68363.0,417.0,0.99,3053.0,5328994.0,3455955.0,1873039.0,160333.0
DEU,Europe,Germany,2021-02-23,2405263.0,5764.0,68785.0,422.0,0.99,3030.0,5496179.0,3563365.0,1932814.0,167185.0
DEU,Europe,Germany,2021-02-24,2416037.0,10774.0,69170.0,385.0,1.0,2950.0,5672186.0,3679773.0,1992413.0,176007.0
DEU,Europe,Germany,2021-02-25,2427069.0,11032.0,69343.0,173.0,1.02,2891.0,5861511.0,3810423.0,2051088.0,189325.0
DEU,Europe,Germany,2021-02-26,2436506.0,9437.0,69939.0,596.0,1.03,2841.0,6071312.0,3954799.0,2116513.0,209801.0
DEU,Europe,Germany,2021-02-27,2444177.0,7671.0,70092.0,153.0,1.04,2820.0,6219862.0,4063332.0,2156530.0,148550.0
DEU,Europe,Germany,2021-02-28,2450295.0,6118.0,70152.0,60.0,1.05,2834.0,6327964.0,4147143.0,2180821.0,108102.0
DEU,Europe,Germany,2021-03-01,2455569.0,5274.0,70514.0,362.0,1.05,2862.0,6523764.0,4293575.0,2230189.0,195800.0
DEU,Europe,Germany,2021-03-02,2462061.0,6492.0,70926.0,412.0,1.05,2849.0,6743691.0,4459816.0,2283875.0,219927.0
DEU,Europe,Germany,2021-03-03,2472913.0,10852.0,71285.0,359.0,1.06,2816.0,6987455.0,4634586.0,2352869.0,243764.0
DEU,Europe,Germany,2021-03-04,2484306.0,11393.0,71554.0,269.0,1.08,2805.0,7230587.0,4815039.0,2415548.0,243132.0
DEU,Europe,Germany,2021-03-05,2493887.0,9581.0,71852.0,298.0,1.09,2756.0,7499744.0,5016769.0,2482975.0,269157.0
DEU,Europe,Germany,2021-03-06,2502151.0,8264.0,71951.0,99.0,1.11,2746.0,7702229.0,5169958.0,2532271.0,202485.0
DEU,Europe,Germany,2021-03-07,2508655.0,6504.0,71984.0,33.0,1.12,2779.0,7852622.0,5285890.0,2566732.0,150393.0
DEU,Europe,Germany,2021-03-08,2513784.0,5129.0,72236.0,252.0,1.13,2857.0,8091826.0,5472592.0,2619234.0,239204.0
DEU,Europe,Germany,2021-03-09,2520618.0,6834.0,72534.0,298.0,1.14,2776.0,8342283.0,5668278.0,2674005.0,250457.0
DEU,Europe,Germany,2021-03-10,2541781.0,21163.0,72858.0,324.0,1.17,2727.0,8626038.0,5886342.0,2739696.0,283755.0
DEU,Europe,Germany,2021-03-11,2546526.0,4745.0,73120.0,262.0,1.16,2748.0,8907638.0,6107035.0,2800603.0,281600.0
DEU,Europe,Germany,2021-03-12,2559296.0,12770.0,73348.0,228.0,1.18,2747.0,9231638.0,6359382.0,2872256.0,324000.0
DEU,Europe,Germany,2021-03-13,2569864.0,10568.0,73369.0,21.0,1.2,2713.0,9478159.0,6556465.0,2921694.0,246521.0
DEU,Europe,Germany,2021-03-14,2578842.0,8978.0,73463.0,94.0,1.22,2767.0,9649359.0,6691672.0,2957687.0,171200.0
DEU,Europe,Germany,2021-03-15,2585385.0,6543.0,73701.0,238.0,1.23,2825.0,9897643.0,6881093.0,3016550.0,248284.0
DEU,Europe,Germany,2021-03-16,2603064.0,17679.0,73952.0,251.0,1.23,2844.0,10076800.0,6993229.0,3083571.0,179157.0
DEU,Europe,Germany,2021-03-17,2610769.0,7705.0,74043.0,91.0,1.23,2849.0,10282016.0,7118981.0,3163035.0,205216.0
DEU,Europe,Germany,2021-03-18,2639258.0,28489.0,74402.0,359.0,1.25,2887.0,10476723.0,7238341.0,3238382.0,194707.0
DEU,Europe,Germany,2021-03-19,2654734.0,15476.0,74608.0,206.0,1.24,2938.0,10720634.0,7399409.0,3321225.0,243911.0
DEU,Europe,Germany,2021-03-20,2669233.0,14499.0,74706.0,98.0,1.23,2945.0,10940862.0,7565749.0,3375113.0,220228.0
DEU,Europe,Germany,2021-03-21,2670001.0,768.0,74756.0,50.0,1.21,3044.0,11106963.0,7693085.0,3413878.0,166101.0
DEU,Europe,Germany,2021-03-22,2678262.0,8261.0,75009.0,253.0,1.22,3139.0,11373179.0,7883138.0,3490041.0,266216.0
DEU,Europe,Germany,2021-03-23,2699231.0,20969.0,75255.0,246.0,1.22,3156.0,11671064.0,8097261.0,3573803.0,297885.0
DEU,Europe,Germany,2021-03-24,2722988.0,23757.0,75484.0,229.0,1.21,3196.0,12005122.0,8343007.0,3662115.0,334058.0
DEU,Europe,Germany,2021-03-25,2744608.0,21620.0,75669.0,185.0,1.2,3249.0,12342714.0,8600444.0,3742270.0,337592.0
DEU,Europe,Germany,2021-03-26,2765297.0,20689.0,75828.0,159.0,1.19,3322.0,12717438.0,8886417.0,3831021.0,374724.0
DEU,Europe,Germany,2021-03-27,2782925.0,17628.0,75915.0,87.0,1.17,3379.0,13004207.0,9110028.0,3894179.0,286769.0
DEU,Europe,Germany,2021-03-28,2784652.0,1727.0,75959.0,44.0,1.15,3444.0,13201134.0,9254210.0,3946924.0,196927.0
DEU,Europe,Germany,2021-03-29,2794949.0,10297.0,76139.0,180.0,1.14,3559.0,13509917.0,9473962.0,4035955.0,308783.0
DEU,Europe,Germany,2021-03-30,2818630.0,23681.0,76389.0,250.0,1.13,3588.0,13838392.0,9709086.0,4129306.0,328475.0
DEU,Europe,Germany,2021-03-31,2843644.0,25014.0,76589.0,200.0,1.11,3668.0,14179885.0,9947498.0,4232387.0,341493.0
DEU,Europe,Germany,2021-04-01,2866323.0,22679.0,76823.0,234.0,1.09,3719.0,14503603.0,10178807.0,4324796.0,323718.0
DEU,Europe,Germany,2021-04-02,2882356.0,16033.0,76940.0,117.0,1.07,3839.0,14733555.0,10337171.0,4396384.0,229952.0
DEU,Europe,Germany,2021-04-03,2886029.0,3673.0,77010.0,70.0,1.06,3905.0,14965517.0,10503097.0,4462420.0,231962.0
DEU,Europe,Germany,2021-04-04,2896329.0,10300.0,77060.0,50.0,1.07,4047.0,15161575.0,10645591.0,4515984.0,196058.0
DEU,Europe,Germany,2021-04-05,2902309.0,5980.0,77136.0,76.0,1.08,4152.0,15411217.0,10821829.0,4589388.0,249642.0
DEU,Europe,Germany,2021-04-06,2909902.0,7593.0,77245.0,109.0,1.09,4342.0,15789664.0,11101125.0,4688539.0,378447.0
DEU,Europe,Germany,2021-04-07,2940279.0,30377.0,77755.0,510.0,1.13,4428.0,16467235.0,11681594.0,4785641.0,677571.0
DEU,Europe,Germany,2021-04-08,2966789.0,26510.0,78049.0,294.0,1.15,4461.0,17200029.0,12324635.0,4875394.0,732794.0
DEU,Europe,Germany,2021-04-09,2990724.0,23935.0,78295.0,246.0,1.15,4501.0,17823067.0,12859339.0,4963728.0,623038.0
DEU,Europe,Germany,2021-04-10,3009452.0,18728.0,78402.0,107.0,1.15,4517.0,18191472.0,13162274.0,5029198.0,368405.0
DEU,Europe,Germany,2021-04-11,3012158.0,2706.0,78500.0,98.0,1.14,4566.0,18452054.0,13372764.0,5079290.0,260582.0
DEU,Europe,Germany,2021-04-12,3024604.0,12446.0,78796.0,296.0,1.15,4642.0,18867535.0,13711407.0,5156128.0,415481.0
DEU,Europe,Germany,2021-04-13,3054025.0,29421.0,79137.0,341.0,1.15,4668.0,19438589.0,14209061.0,5229528.0,571054.0
DEU,Europe,Germany,2021-04-14,3085142.0,31117.0,79427.0,290.0,1.14,4653.0,20212362.0,14899443.0,5312919.0,773773.0
DEU,Europe,Germany,2021-04-15,3110252.0,25110.0,79672.0,245.0,1.12,4658.0,20891637.0,15507933.0,5383704.0,679275.0
DEU,Europe,Germany,2021-04-16,3134108.0,23856.0,79894.0,222.0,1.11,4714.0,21484949.0,16025876.0,5459073.0,593312.0
DEU,Europe,Germany,2021-04-17,3154305.0,20197.0,79971.0,77.0,1.09,4760.0,21847069.0,16331631.0,5515438.0,362120.0
DEU,Europe,Germany,2021-04-18,3155522.0,1217.0,80052.0,81.0,1.08,4818.0,22113245.0,16558583.0,5554662.0,266176.0
DEU,Europe,Germany,2021-04-19,3167137.0,11615.0,80353.0,301.0,1.07,4910.0,22512249.0,16896798.0,5615451.0,399004.0
DEU,Europe,Germany,2021-04-20,3198534.0,31397.0,80680.0,327.0,1.07,4951.0,23067450.0,17390433.0,5677017.0,555201.0
DEU,Europe,Germany,2021-04-21,3222888.0,24354.0,80938.0,258.0,1.05,4970.0,23780804.0,18032134.0,5748670.0,713354.0
DEU,Europe,Germany,2021-04-22,3254609.0,31721.0,81203.0,265.0,1.05,5034.0,24414776.0,18599987.0,5814789.0,633972.0
DEU,Europe,Germany,2021-04-23,3276871.0,22262.0,81492.0,289.0,1.03,5037.0,24965692.0,19083353.0,5882339.0,550916.0
DEU,Europe,Germany,2021-04-24,3291293.0,14422.0,81610.0,118.0,1.02,5008.0,25334553.0,19392664.0,5941889.0,368861.0
DEU,Europe,Germany,2021-04-25,3306692.0,15399.0,81671.0,61.0,1.01,5040.0,25617584.0,19628108.0,5989476.0,283031.0
DEU,Europe,Germany,2021-04-26,3312653.0,5961.0,82009.0,338.0,0.99,5106.0,26045158.0,19982631.0,6062651.0,427574.0
DEU,Europe,Germany,2021-04-27,3338564.0,25911.0,82325.0,316.0,0.97,5050.0,26828759.0,20676953.0,6152838.0,783601.0
DEU,Europe,Germany,2021-04-28,3366827.0,28263.0,82588.0,263.0,0.96,5033.0,27948798.0,21671643.0,6279613.0,1120039.0
DEU,Europe,Germany,2021-04-29,3391039.0,24212.0,82865.0,277.0,0.94,5019.0,28888546.0,22481528.0,6411230.0,939748.0
DEU,Europe,Germany,2021-04-30,3405365.0,14326.0,83097.0,232.0,0.92,5011.0,29687709.0,23145079.0,6548496.0,799163.0
DEU,Europe,Germany,2021-05-01,3423900.0,18535.0,83207.0,110.0,0.92,4998.0,30022661.0,23409235.0,6624430.0,334952.0
DEU,Europe,Germany,2021-05-02,3432676.0,8776.0,83292.0,85.0,0.9,5018.0,30285722.0,23608131.0,6692199.0,263061.0
DEU,Europe,Germany,2021-05-03,3438186.0,5510.0,83605.0,313.0,0.88,4997.0,30734131.0,23943976.0,6807729.0,448409.0
DEU,Europe,Germany,2021-05-04,3462297.0,24111.0,83890.0,285.0,0.87,4945.0,31571980.0,24626785.0,6968241.0,837849.0
DEU,Europe,Germany,2021-05-05,3484755.0,22458.0,84141.0,251.0,0.85,4829.0,32703237.0,25541209.0,7192272.0,1131257.0
DEU,Europe,Germany,2021-05-06,3502672.0,17917.0,84425.0,284.0,0.83,4756.0,33678323.0,26306839.0,7407626.0,975086.0
DEU,Europe,Germany,2021-05-07,3517762.0,15090.0,84659.0,234.0,0.82,4663.0,34547941.0,26956398.0,7632983.0,869618.0
DEU,Europe,Germany,2021-05-08,3530887.0,13125.0,84789.0,130.0,0.8,4596.0,34966516.0,27226219.0,7783471.0,418575.0
DEU,Europe,Germany,2021-05-09,3530887.0,0.0,84844.0,55.0,0.79,4569.0,35249004.0,27409457.0,7884847.0,282488.0
DEU,Europe,Germany,2021-05-10,3538208.0,7321.0,85118.0,274.0,0.78,,35827302.0,27805891.0,8073519.0,578298.0
DEU,Europe,Germany,2021-05-11,3557904.0,19696.0,85385.0,267.0,0.76,,36895996.0,28602728.0,8351020.0,1068694.0
DEU,Europe,Germany,2021-05-12,3564494.0,6590.0,85451.0,66.0,0.73,,38279461.0,29646410.0,8698499.0,1383465.0
DEU,Europe,Germany,2021-05-13,3578125.0,13631.0,85853.0,402.0,0.73,,38693063.0,29912721.0,8849340.0,413602.0
DEU,Europe,Germany,2021-05-14,3588502.0,10377.0,86030.0,177.0,0.73,,39414342.0,30432274.0,9060934.0,721279.0
DEU,Europe,Germany,2021-05-15,3595872.0,7370.0,86100.0,70.0,0.73,,,,,
DEU,Europe,Germany,2021-05-16,3602939.0,7067.0,86166.0,66.0,,,,,,
DEU,Europe,Germany,2021-05-17,3608320.0,5381.0,86386.0,220.0,,,,,,
